"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Stretching",,"",0,"normal",,,,512,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Lunge (Barbell)",,"Used 12.5 kgs bar",0,"normal",20,30,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Lunge (Barbell)",,"Used 12.5 kgs bar",1,"normal",32.5,30,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Lunge (Barbell)",,"Used 12.5 kgs bar",2,"normal",32.5,34,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Seated Leg Curl (Machine)",,"",0,"normal",55,18,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Seated Leg Curl (Machine)",,"",1,"normal",70,12,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Seated Leg Curl (Machine)",,"",2,"normal",70,7,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Seated Leg Curl (Machine)",,"",3,"dropset",55,7,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Leg Extension (Machine)",,"",0,"warmup",55,18,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Leg Extension (Machine)",,"",1,"normal",75,18,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Leg Extension (Machine)",,"",2,"normal",75,18,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Leg Extension (Machine)",,"",3,"dropset",50,8,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Hip Adduction (Machine)",0,"",0,"normal",70,15,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Hip Adduction (Machine)",0,"",1,"normal",80,15,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Hip Abduction (Machine)",0,"",0,"normal",70,15,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Hip Abduction (Machine)",0,"",1,"normal",80,15,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Leg Press (Machine)",,"",0,"normal",120,18,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Leg Press (Machine)",,"",1,"normal",160,15,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Leg Press (Machine)",,"",2,"normal",210,15,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Standing Calf Raise (Smith)",,"",0,"normal",55,25,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Standing Calf Raise (Smith)",,"",1,"normal",70,18,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Standing Calf Raise (Smith)",,"",2,"normal",70,16,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Seated Wrist Extension (Barbell)",,"Machine",0,"normal",10,22,,,
"Legs","Aug 12, 2026, 6:08 PM","Aug 12, 2026, 7:28 PM","W, consecutive 25k+ vol","Seated Wrist Extension (Barbell)",,"Machine",1,"normal",15,20,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Stretching",,"",0,"normal",,,,367,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Pull Up",,"",0,"normal",,17,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Pull Up (Weighted)",,"",0,"normal",10,10,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Pull Up (Weighted)",,"",1,"normal",10,8,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Chest Supported Incline Row (Dumbbell)",,"",0,"warmup",40,15,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",55,12,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Chest Supported Incline Row (Dumbbell)",,"",2,"normal",60,12,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",70,18,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",90,12,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",90,12,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",52.5,15,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",52.5,15,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",60,15,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",65,12,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",65,10,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Preacher Curl (Dumbbell)",,"",0,"normal",15,30,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Preacher Curl (Dumbbell)",,"",1,"normal",15,30,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Preacher Curl (Dumbbell)",,"",2,"normal",15,28,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Back Extension (Hyperextension)",,"",0,"normal",,20,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Cross Body Hammer Curl",,"",0,"normal",35,12,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Cross Body Hammer Curl",,"",1,"normal",25,12,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Cross Body Hammer Curl",,"",2,"normal",25,12,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Dragon Flag",,"",0,"normal",,25,,,
"Pull","Aug 11, 2026, 6:02 PM","Aug 11, 2026, 7:29 PM","","Decline Crunch (Weighted)",,"",0,"normal",10,20,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Stretching",,"",0,"normal",,,,266,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Chest Fly (Machine)",,"",0,"normal",75,15,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Chest Fly (Machine)",,"",1,"normal",90,15,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Chest Fly (Machine)",,"",2,"normal",97.5,10,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Chest Fly (Machine)",,"",3,"dropset",67.5,8,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Incline Bench Press (Smith Machine)",,"2nd last set - full rom",0,"warmup",20,10,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Incline Bench Press (Smith Machine)",,"2nd last set - full rom",1,"normal",50,11,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Incline Bench Press (Smith Machine)",,"2nd last set - full rom",2,"normal",60,7,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Incline Bench Press (Smith Machine)",,"2nd last set - full rom",3,"normal",50,7,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Incline Bench Press (Smith Machine)",,"2nd last set - full rom",4,"normal",50,10,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Cable Fly Crossovers",,"",0,"normal",40,18,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Cable Fly Crossovers",,"",1,"normal",60,12,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Lateral Raise (Cable)",,"",0,"normal",20,15,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Lateral Raise (Cable)",,"",1,"normal",30,5,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Lateral Raise (Cable)",,"",2,"dropset",20,7,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Lateral Raise (Cable)",,"",3,"normal",20,12,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Lateral Raise (Cable)",,"",4,"dropset",10,12,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Seated Triceps Press",,"",0,"normal",70,18,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Seated Triceps Press",,"",1,"normal",90,15,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Seated Triceps Press",,"",2,"normal",100,15,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Triceps Extension (Cable)",,"",0,"normal",20,30,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Triceps Extension (Cable)",,"",1,"normal",20,30,,,
"Push","Aug 10, 2026, 6:33 PM","Aug 10, 2026, 7:43 PM","W push wk in an hr","Triceps Extension (Cable)",,"",2,"normal",20,30,,,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Stretching",,"Calisthenics

* Wrist circles × 15 each direction
* Palm rocks × 15
* Back-of-hand rocks × 10–15
* Side-to-side rocks × 15
* Fingertip holds × 15–20 sec × 2",0,"normal",,,,429,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Handstand Hold",,"Chest to wall (supported) - W",0,"normal",,,,20,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Handstand Hold",,"Chest to wall (supported) - W",1,"normal",,,,30,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Handstand Hold",,"Chest to wall (supported) - W",2,"normal",,,,40,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Handstand Hold",,"Chest to wall (supported) - W",3,"normal",,,,40,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Dead Hang",,"",0,"normal",,,,46,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Dead Hang",,"",1,"normal",,,,40,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Pull Up",,"- Muscle up progression
- Chest to Bar
- Archer Pullups
- Typewriter Pullups",0,"normal",,3,,,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Pull Up",,"- Muscle up progression
- Chest to Bar
- Archer Pullups
- Typewriter Pullups",1,"normal",,12,,,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Pull Up",,"- Muscle up progression
- Chest to Bar
- Archer Pullups
- Typewriter Pullups",2,"normal",,6,,,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Pull Up",,"- Muscle up progression
- Chest to Bar
- Archer Pullups
- Typewriter Pullups",3,"normal",,6,,,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Muscle Up",,"Assisted (Band)",0,"normal",,1,,,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Single Arm Lat Pulldown",,"",0,"normal",40,36,,,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Single Arm Lat Pulldown",,"",1,"normal",55,24,,,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Lat Pulldown (Machine)",,"",0,"normal",70,18,,,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Lat Pulldown (Machine)",,"",1,"normal",80,16,,,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Farmers Walk",,"1st set - Fingertip plate holds",0,"normal",30,,0.01,,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Farmers Walk",,"1st set - Fingertip plate holds",1,"normal",40,,0.04,,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Farmers Walk",,"1st set - Fingertip plate holds",2,"normal",40,,0.04,,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Back Extension (Hyperextension)",,"",0,"normal",,25,,,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Dragon Flag",,"",0,"normal",,27,,,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Dragon Flag",,"",1,"normal",,20,,,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Reverse Curl (Barbell)",,"",0,"normal",20,18,,,
"Back & Calis.","Aug 8, 2026, 5:58 PM","Aug 8, 2026, 7:19 PM","W with patgr","Reverse Curl (Barbell)",,"",1,"normal",25,12,,,
"Chest","Aug 7, 2026, 7:02 PM","Aug 7, 2026, 8:10 PM","W 85","Stretching",,"",0,"normal",,,,213,
"Chest","Aug 7, 2026, 7:02 PM","Aug 7, 2026, 8:10 PM","W 85","Push Up",,"15 normie & slow + 15 knuckles",0,"normal",,30,,,
"Chest","Aug 7, 2026, 7:02 PM","Aug 7, 2026, 8:10 PM","W 85","Chest Fly (Machine)",,"",0,"warmup",60,20,,,
"Chest","Aug 7, 2026, 7:02 PM","Aug 7, 2026, 8:10 PM","W 85","Chest Fly (Machine)",,"",1,"normal",90,12,,,
"Chest","Aug 7, 2026, 7:02 PM","Aug 7, 2026, 8:10 PM","W 85","Chest Fly (Machine)",,"",2,"normal",90,12,,,
"Chest","Aug 7, 2026, 7:02 PM","Aug 7, 2026, 8:10 PM","W 85","Chest Fly (Machine)",,"",3,"dropset",60,10,,,
"Chest","Aug 7, 2026, 7:02 PM","Aug 7, 2026, 8:10 PM","W 85","Bench Press (Barbell)",,"85 finally",0,"normal",60,12,,,
"Chest","Aug 7, 2026, 7:02 PM","Aug 7, 2026, 8:10 PM","W 85","Bench Press (Barbell)",,"85 finally",1,"normal",70,6,,,
"Chest","Aug 7, 2026, 7:02 PM","Aug 7, 2026, 8:10 PM","W 85","Bench Press (Barbell)",,"85 finally",2,"normal",85,1,,,
"Chest","Aug 7, 2026, 7:02 PM","Aug 7, 2026, 8:10 PM","W 85","Low Cable Fly Crossovers",,"",0,"normal",40,15,,,
"Chest","Aug 7, 2026, 7:02 PM","Aug 7, 2026, 8:10 PM","W 85","Low Cable Fly Crossovers",,"",1,"normal",40,15,,,
"Chest","Aug 7, 2026, 7:02 PM","Aug 7, 2026, 8:10 PM","W 85","Low Cable Fly Crossovers",,"",2,"dropset",30,8,,,
"Chest","Aug 7, 2026, 7:02 PM","Aug 7, 2026, 8:10 PM","W 85","Shoulder Press (Machine Plates)",,"",0,"warmup",40,20,,,
"Chest","Aug 7, 2026, 7:02 PM","Aug 7, 2026, 8:10 PM","W 85","Shoulder Press (Machine Plates)",,"",1,"normal",70,15,,,
"Chest","Aug 7, 2026, 7:02 PM","Aug 7, 2026, 8:10 PM","W 85","Shoulder Press (Machine Plates)",,"",2,"normal",85,9,,,
"Chest","Aug 7, 2026, 7:02 PM","Aug 7, 2026, 8:10 PM","W 85","Russian Twist (Bodyweight)",,"Hanging - Windshield Wipers",0,"normal",,12,,,
"Chest","Aug 7, 2026, 7:02 PM","Aug 7, 2026, 8:10 PM","W 85","Russian Twist (Bodyweight)",,"Hanging - Windshield Wipers",1,"normal",,12,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Stretching",,"",0,"normal",,,,248,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Seated Incline Curl (Dumbbell)",,"",0,"normal",25,15,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Seated Incline Curl (Dumbbell)",,"",1,"normal",30,9,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Seated Incline Curl (Dumbbell)",,"",2,"dropset",15,7,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Seated Incline Curl (Dumbbell)",,"",3,"normal",30,9,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Seated Incline Curl (Dumbbell)",,"",4,"dropset",15,7,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Overhead Triceps Extension (Cable)",,"Rope",0,"normal",35,18,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Overhead Triceps Extension (Cable)",,"Rope",1,"normal",40,18,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Overhead Triceps Extension (Cable)",,"Rope",2,"normal",45,18,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Cross Body Hammer Curl",,"",0,"normal",30,13,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Cross Body Hammer Curl",,"",1,"normal",40,12,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Cross Body Hammer Curl",,"",2,"normal",45,9,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Cross Body Hammer Curl",,"",3,"dropset",25,12,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",20,24,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",15,30,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",15,36,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Lateral Raise (Dumbbell)",,"",0,"normal",20,18,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Lateral Raise (Dumbbell)",,"",1,"normal",25,15,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Lateral Raise (Dumbbell)",,"",2,"normal",30,8,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Lateral Raise (Dumbbell)",,"",3,"dropset",20,8,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Lateral Raise (Dumbbell)",,"",4,"dropset",10,12,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Face Pull",,"",0,"normal",45,18,,,
"Arms","Aug 6, 2026, 6:13 PM","Aug 6, 2026, 7:28 PM","W - 22.5kgs db hammer 😋","Face Pull",,"",1,"normal",60,18,,,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Stretching",,"",0,"normal",,,,469,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Lunge (Barbell)",,"Walking",0,"normal",25,26,,,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Lunge (Barbell)",,"Walking",1,"normal",25,26,,,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Lunge (Barbell)",,"Walking",2,"normal",30,26,,,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Hip Adduction (Machine)",0,"",0,"normal",70,15,,,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Hip Adduction (Machine)",0,"",1,"normal",70,15,,,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Hip Abduction (Machine)",0,"",0,"normal",70,15,,,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Hip Abduction (Machine)",0,"",1,"normal",70,15,,,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Leg Extension (Machine)",,"",0,"warmup",45,22,,,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Leg Extension (Machine)",,"",1,"normal",75,16,,,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Leg Extension (Machine)",,"",2,"normal",90,15,,,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Leg Extension (Machine)",,"",3,"dropset",60,8,,,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Seated Leg Curl (Machine)",,"",0,"warmup",50,15,,,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Seated Leg Curl (Machine)",,"",1,"normal",70,15,,,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Seated Leg Curl (Machine)",,"",2,"normal",70,15,,,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Leg Press (Machine)",,"",0,"normal",120,20,,,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Leg Press (Machine)",,"",1,"normal",165,18,,,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Leg Press (Machine)",,"",2,"normal",195,18,,,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Standing Calf Raise (Smith)",,"",0,"normal",50,20,,,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Standing Calf Raise (Smith)",,"",1,"normal",60,25,,,
"Legs","Aug 5, 2026, 6:11 PM","Aug 5, 2026, 7:29 PM","W - 25 k+ volume, how can ceezie skip legs 😋","Standing Calf Raise (Smith)",,"",2,"normal",70,18,,,
"Pull","Aug 4, 2026, 5:48 PM","Aug 4, 2026, 7:15 PM","","Stretching",,"",0,"normal",,,,314,
"Pull","Aug 4, 2026, 5:48 PM","Aug 4, 2026, 7:15 PM","","Pull Up",,"",0,"normal",,20,,,
"Pull","Aug 4, 2026, 5:48 PM","Aug 4, 2026, 7:15 PM","","Pull Up (Weighted)",,"",0,"normal",10,10,,,
"Pull","Aug 4, 2026, 5:48 PM","Aug 4, 2026, 7:15 PM","","Pull Up (Weighted)",,"",1,"normal",10,6,,,
"Pull","Aug 4, 2026, 5:48 PM","Aug 4, 2026, 7:15 PM","","Lat Pulldown (Cable)",,"-no swinging",0,"normal",65,12,,,
"Pull","Aug 4, 2026, 5:48 PM","Aug 4, 2026, 7:15 PM","","Lat Pulldown (Cable)",,"-no swinging",1,"normal",65,12,,,
"Pull","Aug 4, 2026, 5:48 PM","Aug 4, 2026, 7:15 PM","","Chest Supported Incline Row (Dumbbell)",,"",0,"warmup",40,12,,,
"Pull","Aug 4, 2026, 5:48 PM","Aug 4, 2026, 7:15 PM","","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",55,12,,,
"Pull","Aug 4, 2026, 5:48 PM","Aug 4, 2026, 7:15 PM","","Chest Supported Incline Row (Dumbbell)",,"",2,"normal",55,12,,,
"Pull","Aug 4, 2026, 5:48 PM","Aug 4, 2026, 7:15 PM","","Seated Cable Row - V Grip (Cable)",,"Close grip (reverse)",0,"normal",70,18,,,
