"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Chest & Back","Jun 26, 2026, 5:30 PM","Jun 26, 2026, 6:42 PM","","Iso-Lateral Row (Machine)",,"",2,"normal",60,10,,,
"Chest & Back","Jun 26, 2026, 5:30 PM","Jun 26, 2026, 6:42 PM","","Cable Fly Crossovers",,"",0,"normal",50,15,,,
"Chest & Back","Jun 26, 2026, 5:30 PM","Jun 26, 2026, 6:42 PM","","Cable Fly Crossovers",,"",1,"normal",50,15,,,
"Chest & Back","Jun 26, 2026, 5:30 PM","Jun 26, 2026, 6:42 PM","","Back Extension (Hyperextension)",,"",0,"normal",,20,,,
"Chest & Back","Jun 26, 2026, 5:30 PM","Jun 26, 2026, 6:42 PM","","Back Extension (Hyperextension)",,"",1,"normal",,20,,,
"Chest & Back","Jun 26, 2026, 5:30 PM","Jun 26, 2026, 6:42 PM","","Back Extension (Hyperextension)",,"",2,"normal",,25,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Stretching",,"",0,"normal",,,,480,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Chin Up",,"",0,"normal",,15,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Seated Incline Curl (Dumbbell)",,"📉",0,"normal",20,15,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Seated Incline Curl (Dumbbell)",,"📉",1,"normal",25,6,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Seated Incline Curl (Dumbbell)",,"📉",2,"dropset",10,8,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Seated Incline Curl (Dumbbell)",,"📉",3,"normal",25,6,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Seated Incline Curl (Dumbbell)",,"📉",4,"dropset",15,6,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Triceps Pushdown",,"V bar",0,"normal",40,15,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Triceps Pushdown",,"V bar",1,"normal",45,15,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Triceps Pushdown",,"V bar",2,"normal",50,15,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Preacher Curl (Barbell)",,"",0,"normal",20,18,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Preacher Curl (Barbell)",,"",1,"normal",25,15,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Preacher Curl (Barbell)",,"",2,"normal",25,14,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Overhead Triceps Extension (Cable)",,"Rope",0,"normal",25,20,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Overhead Triceps Extension (Cable)",,"Rope",1,"normal",40,15,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Overhead Triceps Extension (Cable)",,"Rope",2,"normal",35,18,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Cross Body Hammer Curl",,"",0,"normal",30,15,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Cross Body Hammer Curl",,"",1,"normal",30,15,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Cross Body Hammer Curl",,"",2,"normal",30,15,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Single Arm Lateral Raise (Cable)",,"",0,"warmup",10,16,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Single Arm Lateral Raise (Cable)",,"",1,"warmup",15,12,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Single Arm Lateral Raise (Cable)",,"",2,"normal",20,24,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Single Arm Lateral Raise (Cable)",,"",3,"normal",20,24,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Seated Wrist Extension (Barbell)",0,"Dumbell",0,"normal",15,15,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Seated Wrist Extension (Barbell)",0,"Dumbell",1,"normal",15,18,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Seated Palms Up Wrist Curl",0,"Dumbell",0,"normal",25,18,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Seated Palms Up Wrist Curl",0,"Dumbell",1,"normal",30,18,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Seated Overhead Press (Barbell)",,"",0,"warmup",20,15,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Seated Overhead Press (Barbell)",,"",1,"normal",40,12,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Seated Overhead Press (Barbell)",,"",2,"normal",45,10,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Face Pull",,"",0,"normal",35,15,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Face Pull",,"",1,"normal",45,18,,,
"Arms & Shouldiess","Jun 25, 2026, 5:28 PM","Jun 25, 2026, 7:33 PM","","Face Pull",,"",2,"normal",55,15,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Stretching",,"",0,"normal",,,,230,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Lunge (Barbell)",,"Walking",0,"normal",20,24,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Lunge (Barbell)",,"Walking",1,"normal",25,24,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Leg Extension (Machine)",,"",0,"warmup",60,18,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Leg Extension (Machine)",,"",1,"normal",75,18,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Leg Extension (Machine)",,"",2,"normal",80,18,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Seated Leg Curl (Machine)",,"",0,"normal",60,15,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Seated Leg Curl (Machine)",,"",1,"normal",70,12,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Seated Leg Curl (Machine)",,"",2,"normal",70,12,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Hip Adduction (Machine)",0,"",0,"normal",70,15,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Hip Adduction (Machine)",0,"",1,"normal",70,15,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Hip Abduction (Machine)",0,"",0,"normal",60,15,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Hip Abduction (Machine)",0,"",1,"normal",60,15,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Leg Press (Machine)",,"",0,"normal",110,20,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Leg Press (Machine)",,"",1,"normal",140,15,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Leg Press (Machine)",,"",2,"normal",180,15,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Standing Calf Raise (Smith)",,"",0,"normal",40,20,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Standing Calf Raise (Smith)",,"",1,"normal",55,18,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Standing Calf Raise (Smith)",,"",2,"normal",55,18,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Russian Twist (Bodyweight)",,"Hanging",0,"normal",,20,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Russian Twist (Bodyweight)",,"Hanging",1,"normal",,24,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Dragon Flag",,"",0,"normal",,20,,,
"Legs & Core","Jun 24, 2026, 5:34 PM","Jun 24, 2026, 7:05 PM","solo quick wk","Dragon Flag",,"",1,"normal",,12,,,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Stretching",,"",0,"normal",,,,163,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Pull Up",,"",0,"normal",,15,,,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Pull Up",,"",1,"normal",,11,,,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Lat Pulldown (Cable)",,"Neutral grip",0,"normal",65,11,,,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",60,15,,,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Seated Cable Row - Bar Wide Grip",,"",1,"normal",75,15,,,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Seated Cable Row - Bar Wide Grip",,"",2,"normal",75,15,,,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Single Arm Lat Pulldown",,"",0,"normal",35,30,,,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",35,15,,,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",35,15,,,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Preacher Curl (Dumbbell)",,"",0,"normal",12.5,24,,,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Preacher Curl (Dumbbell)",,"",1,"normal",15,22,,,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Preacher Curl (Dumbbell)",,"",2,"normal",15,20,,,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Hammer Curl (Cable)",,"",0,"normal",35,15,,,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Hammer Curl (Cable)",,"",1,"normal",45,12,,,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",30,12,,,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",30,12,,,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Seated Wrist Extension (Barbell)",0,"Machine",0,"normal",15,15,,,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Seated Wrist Extension (Barbell)",0,"Machine",1,"normal",15,15,,,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Seated Palms Up Wrist Curl",0,"Machine",0,"normal",20,15,,,
"Pull (recovery)","Jun 23, 2026, 5:46 PM","Jun 23, 2026, 7:14 PM","","Seated Palms Up Wrist Curl",0,"Machine",1,"normal",20,20,,,
"Push (recovery)","Jun 22, 2026, 5:22 PM","Jun 22, 2026, 6:44 PM","","Stretching",,"",0,"normal",,,,232,
"Push (recovery)","Jun 22, 2026, 5:22 PM","Jun 22, 2026, 6:44 PM","","Incline Bench Press (Smith Machine)",,"",0,"warmup",40,12,,,
"Push (recovery)","Jun 22, 2026, 5:22 PM","Jun 22, 2026, 6:44 PM","","Incline Bench Press (Smith Machine)",,"",1,"normal",55,11,,,
"Push (recovery)","Jun 22, 2026, 5:22 PM","Jun 22, 2026, 6:44 PM","","Incline Bench Press (Smith Machine)",,"",2,"normal",55,11,,,
"Push (recovery)","Jun 22, 2026, 5:22 PM","Jun 22, 2026, 6:44 PM","","Cable Fly Crossovers",,"",0,"normal",50,16,,,
"Push (recovery)","Jun 22, 2026, 5:22 PM","Jun 22, 2026, 6:44 PM","","Cable Fly Crossovers",,"",1,"normal",50,15,,,
"Push (recovery)","Jun 22, 2026, 5:22 PM","Jun 22, 2026, 6:44 PM","","Cable Fly Crossovers",,"",2,"normal",50,15,,,
"Push (recovery)","Jun 22, 2026, 5:22 PM","Jun 22, 2026, 6:44 PM","","Bench Press (Dumbbell)",,"- elbow pain",0,"normal",40,12,,,
"Push (recovery)","Jun 22, 2026, 5:22 PM","Jun 22, 2026, 6:44 PM","","Seated Lateral Raise (Dumbbell)",,"",0,"normal",15,15,,,
"Push (recovery)","Jun 22, 2026, 5:22 PM","Jun 22, 2026, 6:44 PM","","Seated Lateral Raise (Dumbbell)",,"",1,"normal",20,12,,,
"Push (recovery)","Jun 22, 2026, 5:22 PM","Jun 22, 2026, 6:44 PM","","Triceps Rope Pushdown",,"",0,"warmup",20,15,,,
"Push (recovery)","Jun 22, 2026, 5:22 PM","Jun 22, 2026, 6:44 PM","","Triceps Rope Pushdown",,"",1,"normal",30,12,,,
"Push (recovery)","Jun 22, 2026, 5:22 PM","Jun 22, 2026, 6:44 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",15,24,,,
"Push (recovery)","Jun 22, 2026, 5:22 PM","Jun 22, 2026, 6:44 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",15,30,,,
"Push (recovery)","Jun 22, 2026, 5:22 PM","Jun 22, 2026, 6:44 PM","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",15,30,,,
"Recovery","Jun 20, 2026, 5:17 PM","Jun 20, 2026, 6:43 PM","","Stretching",,"",0,"normal",,,,221,
"Recovery","Jun 20, 2026, 5:17 PM","Jun 20, 2026, 6:43 PM","","Pull Up",,"",0,"normal",,15,,,
"Recovery","Jun 20, 2026, 5:17 PM","Jun 20, 2026, 6:43 PM","","Pull Up",,"",1,"normal",,15,,,
"Recovery","Jun 20, 2026, 5:17 PM","Jun 20, 2026, 6:43 PM","","Pull Up",,"",2,"normal",,15,,,
"Recovery","Jun 20, 2026, 5:17 PM","Jun 20, 2026, 6:43 PM","","Pull Up",,"",3,"normal",,15,,,
"Recovery","Jun 20, 2026, 5:17 PM","Jun 20, 2026, 6:43 PM","","Glute Bridge",,"Last set with 5 kg medic ball",0,"normal",,25,,,
"Recovery","Jun 20, 2026, 5:17 PM","Jun 20, 2026, 6:43 PM","","Glute Bridge",,"Last set with 5 kg medic ball",1,"normal",,15,,,
"Recovery","Jun 20, 2026, 5:17 PM","Jun 20, 2026, 6:43 PM","","Glute Bridge",,"Last set with 5 kg medic ball",2,"normal",,15,,,
"Recovery","Jun 20, 2026, 5:17 PM","Jun 20, 2026, 6:43 PM","","Crunch",,"",0,"normal",,50,,,
"Recovery","Jun 20, 2026, 5:17 PM","Jun 20, 2026, 6:43 PM","","Crunch",,"",1,"normal",,35,,,
"Recovery","Jun 20, 2026, 5:17 PM","Jun 20, 2026, 6:43 PM","","Crunch",,"",2,"normal",,30,,,
"Recovery","Jun 20, 2026, 5:17 PM","Jun 20, 2026, 6:43 PM","","Heel Taps",,"",0,"normal",,30,,,
"Recovery","Jun 20, 2026, 5:17 PM","Jun 20, 2026, 6:43 PM","","Heel Taps",,"",1,"normal",,30,,,
"Recovery","Jun 20, 2026, 5:17 PM","Jun 20, 2026, 6:43 PM","","Heel Taps",,"",2,"normal",,30,,,
"Recovery","Jun 20, 2026, 5:17 PM","Jun 20, 2026, 6:43 PM","","Dragon Flag",,"",0,"normal",,20,,,
"Recovery","Jun 20, 2026, 5:17 PM","Jun 20, 2026, 6:43 PM","","Dragon Flag",,"",1,"normal",,25,,,
"Recovery","Jun 20, 2026, 5:17 PM","Jun 20, 2026, 6:43 PM","","Dragon Flag",,"",2,"normal",,25,,,
"Legs","Jun 19, 2026, 5:17 PM","Jun 19, 2026, 6:23 PM","No upper body (elbow pain)","Stretching",,"",0,"normal",,,,365,
"Legs","Jun 19, 2026, 5:17 PM","Jun 19, 2026, 6:23 PM","No upper body (elbow pain)","Spinning",,"",0,"normal",,,,160,
"Legs","Jun 19, 2026, 5:17 PM","Jun 19, 2026, 6:23 PM","No upper body (elbow pain)","Lunge (Barbell)",,"",0,"normal",20,20,,,
"Legs","Jun 19, 2026, 5:17 PM","Jun 19, 2026, 6:23 PM","No upper body (elbow pain)","Lunge (Barbell)",,"",1,"normal",25,28,,,
"Legs","Jun 19, 2026, 5:17 PM","Jun 19, 2026, 6:23 PM","No upper body (elbow pain)","Hip Adduction (Machine)",0,"",0,"normal",70,15,,,
"Legs","Jun 19, 2026, 5:17 PM","Jun 19, 2026, 6:23 PM","No upper body (elbow pain)","Hip Adduction (Machine)",0,"",1,"normal",70,15,,,
"Legs","Jun 19, 2026, 5:17 PM","Jun 19, 2026, 6:23 PM","No upper body (elbow pain)","Hip Adduction (Machine)",0,"",2,"normal",70,15,,,
"Legs","Jun 19, 2026, 5:17 PM","Jun 19, 2026, 6:23 PM","No upper body (elbow pain)","Hip Abduction (Machine)",0,"",0,"normal",60,15,,,
"Legs","Jun 19, 2026, 5:17 PM","Jun 19, 2026, 6:23 PM","No upper body (elbow pain)","Hip Abduction (Machine)",0,"",1,"normal",70,15,,,
"Legs","Jun 19, 2026, 5:17 PM","Jun 19, 2026, 6:23 PM","No upper body (elbow pain)","Hip Abduction (Machine)",0,"",2,"normal",70,15,,,
"Legs","Jun 19, 2026, 5:17 PM","Jun 19, 2026, 6:23 PM","No upper body (elbow pain)","Single Leg Extensions",,"",0,"normal",25,24,,,
"Legs","Jun 19, 2026, 5:17 PM","Jun 19, 2026, 6:23 PM","No upper body (elbow pain)","Single Leg Extensions",,"",1,"normal",30,30,,,
"Legs","Jun 19, 2026, 5:17 PM","Jun 19, 2026, 6:23 PM","No upper body (elbow pain)","Single Leg Extensions",,"",2,"normal",35,30,,,
"Legs","Jun 19, 2026, 5:17 PM","Jun 19, 2026, 6:23 PM","No upper body (elbow pain)","Seated Leg Curl (Machine)",,"",0,"normal",55,20,,,
"Legs","Jun 19, 2026, 5:17 PM","Jun 19, 2026, 6:23 PM","No upper body (elbow pain)","Seated Leg Curl (Machine)",,"",1,"normal",65,15,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Stretching",,"• Wallstand : 2 x 45 seconds
• Fingertip Holds",0,"normal",,,,300,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Pike Pushup",,"",0,"normal",,12,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Pike Pushup",,"",1,"normal",,25,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Push Up",,"Wrist pushups",0,"normal",,25,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Dead Hang",,"",0,"normal",,,,41,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",25,15,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",30,7,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Seated Incline Curl (Dumbbell)",,"",2,"dropset",20,4,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Seated Incline Curl (Dumbbell)",,"",3,"normal",30,5,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Seated Incline Curl (Dumbbell)",,"",4,"normal",15,6,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Overhead Triceps Extension (Cable)",,"Bar",0,"normal",40,15,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Overhead Triceps Extension (Cable)",,"Bar",1,"normal",45,15,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Overhead Triceps Extension (Cable)",,"Bar",2,"normal",45,15,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Single Arm Curl (Cable)",,"",0,"normal",25,30,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Single Arm Curl (Cable)",,"",1,"normal",25,30,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Single Arm Curl (Cable)",,"",2,"normal",30,18,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Triceps Rope Pushdown",,"",0,"normal",35,15,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Triceps Rope Pushdown",,"",1,"normal",35,15,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Triceps Rope Pushdown",,"",2,"normal",35,18,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Hammer Curl (Cable)",,"",0,"normal",45,15,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Hammer Curl (Cable)",,"",1,"normal",45,15,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Hammer Curl (Cable)",,"",2,"normal",45,15,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Single Arm Triceps Pushdown (Cable)",,"Cbum var.",0,"normal",15,30,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Single Arm Triceps Pushdown (Cable)",,"Cbum var.",1,"normal",15,30,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Single Arm Triceps Pushdown (Cable)",,"Cbum var.",2,"normal",20,20,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Push Up",,"",0,"normal",,25,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Push Up",,"",1,"normal",,50,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Diamond Push Up",,"",0,"normal",,25,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Plank",,"Elbow",0,"normal",,,,30,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Seated Wrist Extension (Barbell)",,"Barbell",0,"normal",15,25,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Seated Wrist Extension (Barbell)",,"Barbell",1,"normal",20,16,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Seated Wrist Extension (Barbell)",,"Barbell",2,"normal",15,15,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Seated Palms Up Wrist Curl",,"Barbell",0,"normal",20,25,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Seated Palms Up Wrist Curl",,"Barbell",1,"normal",20,35,,,
"Arms","Jun 18, 2026, 5:16 PM","Jun 18, 2026, 7:17 PM","","Seated Palms Up Wrist Curl",,"Barbell",2,"normal",25,25,,,
"Legs","Jun 17, 2026, 5:23 PM","Jun 17, 2026, 7:13 PM","","Stretching",,"",0,"normal",,,,410,
"Legs","Jun 17, 2026, 5:23 PM","Jun 17, 2026, 7:13 PM","","Lunge (Barbell)",,"Walking",0,"normal",15,24,,,
"Legs","Jun 17, 2026, 5:23 PM","Jun 17, 2026, 7:13 PM","","Lunge (Barbell)",,"Walking",1,"normal",25,24,,,
"Legs","Jun 17, 2026, 5:23 PM","Jun 17, 2026, 7:13 PM","","Lunge (Barbell)",,"Walking",2,"normal",25,24,,,
"Legs","Jun 17, 2026, 5:23 PM","Jun 17, 2026, 7:13 PM","","Lunge (Barbell)",,"Walking",3,"normal",25,24,,,
"Legs","Jun 17, 2026, 5:23 PM","Jun 17, 2026, 7:13 PM","","Leg Extension (Machine)",,"",0,"warmup",55,18,,,
"Legs","Jun 17, 2026, 5:23 PM","Jun 17, 2026, 7:13 PM","","Leg Extension (Machine)",,"",1,"normal",80,18,,,
"Legs","Jun 17, 2026, 5:23 PM","Jun 17, 2026, 7:13 PM","","Leg Extension (Machine)",,"",2,"normal",80,18,,,
"Legs","Jun 17, 2026, 5:23 PM","Jun 17, 2026, 7:13 PM","","Seated Leg Curl (Machine)",,"",0,"normal",60,15,,,
"Legs","Jun 17, 2026, 5:23 PM","Jun 17, 2026, 7:13 PM","","Seated Leg Curl (Machine)",,"",1,"normal",70,15,,,
"Legs","Jun 17, 2026, 5:23 PM","Jun 17, 2026, 7:13 PM","","Seated Leg Curl (Machine)",,"",2,"normal",75,12,,,
"Legs","Jun 17, 2026, 5:23 PM","Jun 17, 2026, 7:13 PM","","Hip Adduction (Machine)",0,"",0,"normal",70,15,,,
"Legs","Jun 17, 2026, 5:23 PM","Jun 17, 2026, 7:13 PM","","Hip Adduction (Machine)",0,"",1,"normal",70,15,,,
"Legs","Jun 17, 2026, 5:23 PM","Jun 17, 2026, 7:13 PM","","Hip Abduction (Machine)",0,"",0,"normal",60,15,,,
"Legs","Jun 17, 2026, 5:23 PM","Jun 17, 2026, 7:13 PM","","Hip Abduction (Machine)",0,"",1,"normal",60,15,,,
"Legs","Jun 17, 2026, 5:23 PM","Jun 17, 2026, 7:13 PM","","Leg Press (Machine)",,"",0,"normal",130,15,,,
"Legs","Jun 17, 2026, 5:23 PM","Jun 17, 2026, 7:13 PM","","Leg Press (Machine)",,"",1,"normal",140,15,,,
